Listing_ID,Brand,Year,Mileage_km,Engine_Size_L,Horsepower,Fuel_Type,Transmission,Doors,Owner_Count,Accident_History,Region,Price_CAD
AV10150,Nissan,2006,282920.0,1.7,196.0,Hybrid,man,2,2,2.0,Brampton,1800.0
AV10353,Toyota,2019,101797.0,1.0,119.0,Gasoline,Automatic,4,3,,Markham,12523.0
AV10515,Honda,2015,,1.0,141.0,Gasoline,Automatic,4,2,0.0,Vaughan,11333.0
AV10361,Chevrolet,2009,47342.0,1.6,147.0,GASOLINE,STD,4,2,0.0,Mississauga,5039.0
AV10301,Volkswagen,2023,43752.0,2.0,188.0,Gasoline,Manual,4,2,3.0,Mississauga,21451.0
AV10034,Toyota,2021,100147.0,2.5,252.0,Hybrid,Automatic,4,1,0.0,Toronto,22910.0
AV10181,Toyota,2007,413489.0,1.5,130.0,Gasoline,Automatic,4,2,0.0,Scarborough,4453.0
AV10184,Honda,2008,222508.0,1.6,171.0,Hybrid,Automatic,4,2,0.0,Toronto,6163.0
AV10207,Hyundai,2016,172759.0,1.0,127.0,Diesel,Manual,4,1,0.0,Markham,11162.0
AV10094,Hyundai,2009,255417.0,2.2,232.0,Gasoline,Automatic,4,4,0.0,Markham,7004.0
AV10487,Toyota,2009,164637.0,2.1,150.0,Gasoline,Automatic,4,1,1.0,Toronto,6048.0
AV10318,Hyundai,2013,230660.0,1.3,143.0,Gasoline,Automatic,4,1,0.0,Scarborough,9402.0
AV10122,Ford,2022,66691.0,2.2,209.0,Gasoline,Manual,4,4,,Mississauga,22023.0
AV10352,Toyota,2013,193554.0,1.6,171.0,Gasoline,auto,4,1,0.0,Brampton,6565.0
AV10078,Toyota,2023,63024.0,1.4,119.0,Hybrid,Automatic,4,3,0.0,Scarborough,24205.0
AV10061,BMW,2010,283868.0,2.6,272.0,Hybrid,Manual,4,2,,Scarborough,10941.0
AV10493,Volkswagen,2009,,1.5,144.0,Hybrid,Automatic,4,3,0.0,Mississauga,4281.0
AV10125,Honda,2008,249048.0,2.0,230.0,Gasoline,Automatic,4,6,0.0,Mississauga,7683.0
AV10362,Nissan,2010,314958.0,1.3,120.0,Hybrid,Automatic,4,2,1.0,Scarborough,2807.0
AV10442,Honda,2017,186608.0,1.6,162.0,Gasoline,Automatic,4,3,0.0,Mississauga,12958.0
AV10513,Toyota,2023,23950.0,1.8,186.0,Electric,Automatic,4,5,0.0,Toronto,29188.0
AV10447,Volkswagen,2017,112636.0,1.5,167.0,Gas,Automatic,4,2,3.0,Brampton,10465.0
AV10371,Ford,2014,152542.0,1.7,143.0,Gasoline,Automatic,4,1,0.0,Markham,8074.0
AV10433,Volkswagen,2017,-500.0,1.2,159.0,Gasoline,Automatic,4,2,,Vaughan,10988.0
AV10024,Honda,2009,302769.0,,134.0,Gasoline,Automatic,2,3,1.0,Mississauga,1800.0
AV10341,BMW,2011,229986.0,2.5,286.0,Hybrid,Automatic,4,2,1.0,Markham,11069.0
AV10370,Honda,2008,225325.0,1.6,198.0,Gasoline,Manual,4,2,2.0,Toronto,2648.0
AV10273,Toyota,2018,143877.0,1.1,95.0,Gasoline,Automatic,4,1,0.0,Markham,14501.0
AV10126,Ford,2015,125155.0,2.1,276.0,Diesel,Manual,4,2,0.0,Markham,12901.0
AV10431,Nissan,2005,284150.0,2.4,263.0,Hybrid,Manual,4,1,0.0,Brampton,6527.0
AV10346,Ford,2015,150770.0,2.3,220.0,Hybrid,Automatic,4,3,0.0,Markham,6917.0
AV10178,Toyota,2010,186855.0,2.2,,Hybrid,Automatic,4,3,0.0,Vaughan,8431.0
AV10460,BMW,2007,124234.0,2.8,313.0,Gasoline,Automatic,4,3,,Mississauga,10104.0
AV10395,Hyundai,2015,149483.0,1.7,178.0,Diesel,Automatic,4,1,0.0,Markham,11458.0
AV10223,Honda,2017,127668.0,,186.0,Gasoline,Automatic,4,4,1.0,Scarborough,14555.0
AV10378,Toyota,2015,160528.0,1.5,170.0,Gasoline,Manual,2,3,0.0,Scarborough,10101.0
AV10093,Nissan,2023,49228.0,1.6,183.0,Electric,Manual,4,2,0.0,Mississauga,26256.0
AV10069,Chevrolet,2023,62983.0,,161.0,Hybrid,Automatic,4,1,3.0,Vaughan,23581.0
AV10036,Chevrolet,2013,,2.1,148.0,Gasoline,Automatic,4,4,2.0,Brampton,5695.0
AV10160,BMW,2005,213921.0,2.5,227.0,Gasoline,Automatic,4,2,0.0,Scarborough,5751.0
AV10011,BMW,2005,285810.0,2.3,268.0,Diesel,Automatic,4,1,1.0,Toronto,7243.0
AV10144,Toyota,2009,258181.0,1.6,190.0,Electric,Automatic,4,4,1.0,Mississauga,6570.0
AV10475,Toyota,2006,350097.0,1.7,176.0,Diesel,Automatic,4,1,2.0,Toronto,3131.0
AV10127,Hyundai,2010,101958.0,,159.0,Gasoline,Automatic,4,2,0.0,Scarborough,7996.0
AV10302,BMW,2022,53787.0,2.3,226.0,Gasoline,Automatic,4,2,0.0,Scarborough,30306.0
AV10009,Nissan,2007,267479.0,1.2,113.0,GASOLINE,Automatic,4,2,3.0,Markham,1800.0
AV10405,Chevrolet,2014,177302.0,1.3,173.0,Gasoline,Automatic,4,1,1.0,Vaughan,8400.0
AV10176,Volkswagen,2014,125994.0,1.9,234.0,petrol,AUTOMATIC,4,2,1.0,Vaughan,11593.0
AV10231,BMW,2022,55305.0,2.8,286.0,GASOLINE,Automatic,4,1,1.0,Markham,33917.0
AV10210,Volkswagen,2021,65292.0,2.0,211.0,Gasoline,Automatic,2,2,1.0,Brampton,18988.0
AV10128,Honda,2010,248106.0,1.3,150.0,Gasoline,Automatic,4,4,0.0,Vaughan,3596.0
AV10143,Hyundai,2018,57088.0,1.8,216.0,Gasoline,Automatic,4,0,0.0,Brampton,11714.0
AV10241,Chevrolet,2019,107967.0,1.1,138.0,Gasoline,Automatic,4,4,1.0,Toronto,16477.0
AV10007,Ford,2009,196807.0,1.7,142.0,Gasoline,Automatic,4,4,0.0,Mississauga,3537.0
AV10298,Honda,2019,98141.0,1.2,95.0,Gasoline,Manual,2,4,0.0,Toronto,16127.0
AV10310,BMW,2014,201379.0,1.6,241.0,Hybrid,Automatic,4,2,0.0,Toronto,13299.0
AV10254,Chevrolet,2012,295508.0,1.5,144.0,Electric,Manual,4,2,2.0,Scarborough,5462.0
AV10392,Hyundai,2019,117576.0,1.9,206.0,Gasoline,Automatic,4,2,1.0,Brampton,
AV10355,Chevrolet,2006,314209.0,1.0,143.0,Gasoline,Automatic,4,1,3.0,Vaughan,1800.0
AV10008,Chevrolet,2020,93092.0,1.7,183.0,Electric,Manual,4,2,2.0,Vaughan,17796.0
AV10156,BMW,2010,121284.0,1.7,180.0,Gas,Automatic,4,2,0.0,Toronto,8657.0
AV10027,BMW,2011,298978.0,2.3,242.0,Hybrid,Automatic,4,2,2.0,Markham,8932.0
AV10266,Honda,2005,220849.0,1.4,149.0,Gasoline,Automatic,4,1,0.0,Markham,4896.0
AV10314,Volkswagen,2019,72225.0,2.1,247.0,Gasoline,Automatic,4,1,1.0,Markham,16291.0
AV10064,BMW,2008,319485.0,,236.0,Gasoline,Automatic,4,4,1.0,Brampton,9735.0
AV10255,Chevrolet,2023,23362.0,1.6,223.0,Gasoline,Automatic,4,2,0.0,Vaughan,27045.0
AV10337,Nissan,2007,411738.0,1.2,127.0,Gasoline,Automatic,2,6,0.0,Vaughan,1819.0
AV10153,BMW,2010,138883.0,1.8,196.0,Gasoline,Auto ,4,1,,Brampton,7508.0
AV10048,Hyundai,2016,156970.0,2.3,246.0,petrol,Automatic,4,2,1.0,Mississauga,10221.0
AV10208,BMW,2015,,2.5,296.0,hybrid,Automatic,4,3,,Toronto,18795.0
AV10287,Nissan,2008,360524.0,2.1,222.0,Diesel,Automatic,4,3,,Mississauga,5650.0
AV10001,Nissan,2009,326974.0,2.2,169.0,Hybrid,Automatic,2,3,0.0,Mississauga,7222.0
AV10269,Toyota,2011,326117.0,1.5,207.0,Gasoline,Automatic,4,1,1.0,Vaughan,8437.0
AV10265,Ford,2022,58058.0,2.0,227.0,Gasoline,Automatic,4,2,0.0,Scarborough,23310.0
AV10347,Toyota,2007,312450.0,,229.0,Gasoline,Automatic,4,1,0.0,Toronto,5817.0
AV10354,Ford,2021,103137.0,1.5,169.0,Gasoline,Automatic,4,2,0.0,Markham,17467.0
AV10095,Honda,2005,413254.0,1.5,157.0,Hybrid,Automatic,2,5,1.0,Mississauga,1807.0
AV10490,Toyota,2017,103757.0,2.0,199.0,GASOLINE,Automatic,4,3,1.0,Toronto,11253.0
AV10042,Nissan,2013,179756.0,1.8,207.0,Hybrid,Automatic,4,3,0.0,Mississauga,10873.0
AV10336,Chevrolet,2010,287444.0,1.8,181.0,Gasoline,Automatic,4,5,0.0,Scarborough,5718.0
AV10116,Hyundai,2021,52360.0,1.2,179.0,Hybrid,auto,2,3,0.0,Toronto,20023.0
AV10045,Toyota,2019,100534.0,1.1,146.0,EV,Manual,4,2,2.0,Mississauga,14388.0
AV10161,BMW,2022,50358.0,2.3,198.0,Gasoline,Manual,4,2,0.0,Mississauga,27964.0
AV10408,Honda,2020,79731.0,1.0,119.0,Gasoline,Automatic,4,2,1.0,Brampton,15046.0
AV10117,Volkswagen,2010,143098.0,1.5,95.0,Gasoline,Automatic,4,1,,Mississauga,1885.0
AV10288,Hyundai,2013,78810.0,1.5,219.0,Hybrid,Automatic,4,1,2.0,Toronto,10968.0
AV10077,Ford,2007,299210.0,1.4,136.0,Diesel,Manual,4,6,,Brampton,2042.0
AV10440,Ford,2010,254341.0,1.9,177.0,Gasoline,Automatic,4,4,2.0,Markham,3123.0
AV10063,Nissan,2023,33709.0,1.7,177.0,Diesel,Manual,2,3,2.0,Markham,22710.0
AV10338,Chevrolet,2017,134643.0,1.6,182.0,Gasoline,Automatic,4,3,2.0,Scarborough,10024.0
AV10416,Hyundai,2015,192949.0,2.1,,Gasoline,Automatic,2,2,0.0,Toronto,8698.0
AV10412,BMW,2006,237077.0,1.9,,Hybrid,Automatic,4,3,0.0,Scarborough,8959.0
AV10230,Volkswagen,2009,,1.6,183.0,Hybrid,Automatic,4,2,1.0,Scarborough,6932.0
AV10297,BMW,2018,157852.0,1.3,206.0,Gasoline,Automatic,2,4,1.0,Toronto,19537.0
AV10186,Ford,2017,90838.0,1.4,143.0,hybrid,Automatic,4,3,0.0,Vaughan,10881.0
AV10359,Volkswagen,2022,68546.0,1.0,,Gasoline,Automatic,4,2,0.0,Mississauga,19258.0
AV10199,Nissan,2015,196339.0,1.5,175.0,Gasoline,AUTOMATIC,4,2,2.0,Vaughan,7764.0
AV10364,Nissan,2017,121048.0,1.6,123.0,Gasoline,Automatic,4,2,0.0,Vaughan,12454.0
AV10121,Honda,2016,126285.0,1.5,198.0,Gasoline,Automatic,4,2,0.0,Toronto,10827.0
AV10496,Honda,2005,355952.0,1.4,138.0,Gasoline,Manual,2,2,,Markham,3997.0
AV10459,Nissan,2017,111082.0,1.7,163.0,Diesel,Manual,4,3,0.0,Vaughan,12316.0
AV10307,Ford,2019,90884.0,1.4,158.0,Electric,Automatic,2,5,0.0,Vaughan,15846.0
AV10489,Honda,2007,277861.0,1.5,145.0,Gasoline,Automatic,4,2,2.0,Markham,1800.0
AV10158,Nissan,2017,125915.0,2.2,201.0,Diesel,Automatic,4,3,0.0,Toronto,16014.0
AV10085,Ford,2021,89154.0,1.7,178.0,Hybrid,Automatic,2,1,0.0,Vaughan,21328.0
AV10225,Nissan,2007,339305.0,1.7,172.0,Gasoline,Automatic,4,1,0.0,Markham,4595.0
AV10262,Toyota,2007,265544.0,2.0,180.0,Hybrid,Automatic,4,3,1.0,Scarborough,8803.0
AV10331,BMW,2005,278989.0,2.0,218.0,Diesel,Automatic,4,2,0.0,Toronto,7921.0
AV10426,Ford,2023,47915.0,1.3,133.0,Gasoline,Automatic,4,4,0.0,Scarborough,23886.0
AV10076,Nissan,2008,316343.0,1.6,,Electric,Automatic,4,1,1.0,Brampton,6134.0
AV10413,BMW,2007,110190.0,2.6,273.0,Gasoline,Automatic,4,4,0.0,Scarborough,10206.0
AV10397,Nissan,2008,247071.0,1.7,175.0,Hybrid,Automatic,4,3,0.0,Markham,4890.0
AV10087,Hyundai,2019,127901.0,1.2,128.0,petrol,Automatic,4,1,0.0,Mississauga,12549.0
AV10480,Chevrolet,2018,145798.0,1.9,202.0,diesel ,Automatic,4,3,1.0,Brampton,13622.0
AV10182,Toyota,2018,175016.0,1.3,174.0,Gasoline,Automatic,4,2,1.0,Toronto,12714.0
AV10105,Toyota,2013,223357.0,1.6,175.0,Hybrid,Manual,4,3,1.0,Brampton,8070.0
AV10424,Nissan,2016,167228.0,1.9,174.0,Hybrid,Automatic,4,4,1.0,Vaughan,10823.0
AV10049,Ford,2007,166633.0,1.0,95.0,Diesel,Automatic,4,1,0.0,Mississauga,2111.0
AV10404,Toyota,2020,103871.0,2.0,189.0,Gasoline,man,4,1,0.0,Markham,20469.0
AV10005,Hyundai,2021,69070.0,2.4,256.0,Gasoline,Automatic,4,1,0.0,Scarborough,19125.0
AV10017,Ford,2018,142609.0,1.5,175.0,Electric,auto,4,3,0.0,Markham,14719.0
AV10234,Hyundai,2008,311329.0,1.0,,Diesel,Automatic,4,3,0.0,Mississauga,1835.0
AV10472,Ford,2008,175327.0,1.4,180.0,Hybrid,Automatic,4,3,2.0,Toronto,5313.0
AV10372,Honda,2018,43177.0,1.0,95.0,Gasoline,Manual,4,5,2.0,Vaughan,8245.0
AV10422,Hyundai,2010,357339.0,1.8,171.0,DSL,Manual,4,3,0.0,Vaughan,4324.0
AV10106,Chevrolet,2022,72606.0,1.2,183.0,Gasoline,Manual,4,3,0.0,Brampton,21643.0
AV10134,Ford,2015,233563.0,1.6,161.0,Gasoline,Automatic,2,2,1.0,Scarborough,5821.0
AV10429,Honda,2021,89298.0,1.9,198.0,Gasoline,Automatic,4,3,0.0,Vaughan,21906.0
AV10226,Volkswagen,2020,94460.0,1.9,188.0,Gasoline,Automatic,4,2,1.0,Toronto,15251.0
AV10214,Chevrolet,2017,178866.0,1.8,264.0,Gasoline,Automatic,4,3,1.0,Toronto,15344.0
AV10190,Toyota,2011,200874.0,1.3,95.0,Gasoline,Automatic,4,4,0.0,Vaughan,3336.0
AV10470,Honda,2020,74979.0,1.4,95.0,Gasoline,Automatic,4,1,0.0,Toronto,17121.0
AV10320,Hyundai,2019,100489.0,,101.0,Hybrid,Automatic,4,4,3.0,Vaughan,11938.0
AV10282,Toyota,2018,73200.0,1.5,142.0,Gasoline,Manual,4,3,,Markham,12523.0
AV10029,Toyota,2006,390228.0,1.7,176.0,Gasoline,Automatic,4,2,0.0,Vaughan,6108.0
AV10169,Volkswagen,2013,,,179.0,Gasoline,Automatic,4,2,1.0,Scarborough,8022.0
AV10180,Ford,2010,350120.0,1.7,187.0,Gasoline,Automatic,4,1,0.0,Vaughan,8143.0
AV10100,Hyundai,2009,227858.0,2.1,204.0,Gasoline,Automatic,4,2,0.0,Scarborough,6937.0
AV10197,Ford,2020,81130.0,1.8,212.0,Gasoline,Automatic,4,2,2.0,Toronto,15100.0
AV10209,Toyota,2021,78848.0,2.1,223.0,Electric,Automatic,4,2,2.0,Scarborough,21245.0
AV10135,Volkswagen,2007,291812.0,1.6,234.0,Gasoline,Automatic,4,1,1.0,Toronto,3468.0
AV10501,Nissan,2011,223999.0,1.0,95.0,Gas,Automatic,4,1,2.0,Toronto,3509.0
AV10457,BMW,2007,273852.0,2.2,256.0,Gasoline,Automatic,4,1,2.0,Mississauga,6523.0
AV10198,Nissan,2007,217321.0,1.6,156.0,Hybrid,AUTOMATIC,4,2,2.0,Vaughan,4638.0
AV10373,Volkswagen,2016,119983.0,1.4,185.0,Hybrid,Automatic,4,1,0.0,Vaughan,11278.0
AV10166,Honda,2010,241529.0,1.8,195.0,Hybrid,Automatic,4,4,0.0,Toronto,5759.0
AV10410,Chevrolet,2019,103782.0,1.0,115.0,Hybrid,Automatic,4,2,0.0,Scarborough,16468.0
AV10136,Honda,2009,181241.0,1.5,189.0,Diesel,Automatic,4,2,0.0,Vaughan,7233.0
AV10285,Honda,2018,103143.0,2.1,213.0,Gasoline,Automatic,4,1,1.0,Vaughan,15919.0
AV10335,Hyundai,2021,,1.5,153.0,diesel ,Manual,4,6,0.0,Scarborough,15837.0
AV10396,Chevrolet,2007,352649.0,1.8,207.0,Diesel,Automatic,2,3,0.0,Mississauga,5273.0
AV10131,Hyundai,2022,67021.0,1.6,168.0,Hybrid,Automatic,4,2,1.0,Markham,22326.0
AV10039,BMW,2005,358199.0,1.8,252.0,Gasoline,Automatic,4,3,0.0,Vaughan,6005.0
AV10215,Toyota,2014,267122.0,2.0,132.0,Gasoline,Auto ,2,3,,Mississauga,6543.0
AV10043,Chevrolet,2006,267893.0,1.3,231.0,Gasoline,Automatic,4,1,1.0,Vaughan,5096.0
AV10054,Hyundai,2008,225523.0,1.5,169.0,Gasoline,Automatic,4,3,0.0,Toronto,4174.0
AV10505,Hyundai,2007,407770.0,2.0,169.0,Gasoline,Automatic,4,4,1.0,Mississauga,3870.0
AV10299,Honda,2010,,2.3,,gas,Automatic,4,3,0.0,Brampton,6033.0
AV10485,Hyundai,2005,314815.0,1.0,110.0,Gasoline,Automatic,4,4,0.0,Mississauga,1832.0
AV10304,Hyundai,2022,57589.0,1.8,155.0,Gasoline,Automatic,2,3,,Mississauga,22697.0
AV10035,Hyundai,2020,88207.0,1.5,146.0,Gasoline,Automatic,4,2,2.0,Brampton,16628.0
AV10315,Nissan,2016,97474.0,2.0,241.0,Gasoline,Automatic,4,2,0.0,Brampton,13451.0
AV10399,Toyota,2023,34040.0,1.7,230.0,Hybrid,Automatic,4,2,1.0,Markham,30424.0
AV10309,Toyota,2007,336692.0,2.3,,Hybrid,Automatic,4,2,1.0,Scarborough,4026.0
AV10276,Ford,2006,224700.0,1.5,180.0,Gasoline,Automatic,4,3,0.0,Scarborough,6315.0
AV10124,Honda,2010,168655.0,1.6,198.0,Diesel,Automatic,4,2,1.0,Mississauga,6273.0
AV10142,Honda,2007,343839.0,2.0,183.0,Gasoline,Automatic,4,3,2.0,Scarborough,1892.0
AV10110,Toyota,2015,153994.0,1.0,132.0,Gasoline,Automatic,4,4,1.0,Mississauga,8766.0
AV10323,Toyota,2013,146589.0,1.4,154.0,Gasoline,Automatic,4,3,,Toronto,8667.0
AV10332,BMW,2009,352093.0,2.5,269.0,Gasoline,Auto ,4,3,0.0,Vaughan,9506.0
AV10393,Honda,2023,46045.0,1.0,95.0,Gasoline,Automatic,4,2,3.0,Vaughan,19775.0
AV10466,Hyundai,2008,184481.0,2.2,204.0,Gasoline,Automatic,4,2,1.0,Mississauga,4027.0
AV10107,Hyundai,2022,32073.0,1.7,196.0,Gasoline,Automatic,4,3,0.0,Toronto,20345.0
AV10473,Chevrolet,2007,,1.1,191.0,Gasoline,Automatic,2,2,0.0,Markham,5739.0
AV10012,BMW,2017,187879.0,1.6,187.0,Gas,Manual,4,3,0.0,Markham,16369.0
AV10272,BMW,2014,206827.0,2.3,,Hybrid,Manual,4,2,0.0,Brampton,16517.0
AV10047,Toyota,2023,41429.0,1.5,184.0,Hybrid,Manual,4,3,0.0,Markham,29173.0
AV10203,Toyota,2023,33823.0,,189.0,Diesel,Automatic,4,1,0.0,Brampton,28871.0
AV10454,Toyota,2017,158066.0,1.0,140.0,Gas,Automatic,4,5,0.0,Toronto,10878.0
AV10119,Ford,2008,332722.0,1.4,157.0,Diesel,Auto ,4,2,0.0,Mississauga,4531.0
AV10021,Ford,2019,60775.0,2.4,259.0,Gasoline,Automatic,4,2,0.0,Mississauga,16014.0
AV10402,Volkswagen,2011,236658.0,1.2,177.0,Hybrid,Automatic,4,5,1.0,Scarborough,5809.0
AV10434,Chevrolet,2018,132520.0,1.4,150.0,Diesel,Manual,4,2,0.0,Brampton,12872.0
AV10083,Honda,2012,187353.0,1.5,203.0,Gasoline,Auto ,4,2,0.0,Vaughan,6623.0
AV10130,Toyota,2016,85709.0,1.2,,Gasoline,Automatic,4,3,0.0,Mississauga,10664.0
AV10474,Hyundai,2005,,1.7,206.0,gas,Automatic,4,4,0.0,Vaughan,3332.0
AV10511,Toyota,2010,118930.0,1.0,121.0,Hybrid,Automatic,4,2,0.0,Markham,6191.0
AV10329,Volkswagen,2023,61884.0,1.7,204.0,Gasoline,Automatic,4,2,0.0,Scarborough,26188.0
AV10229,Ford,2015,185603.0,1.9,214.0,Diesel,Automatic,4,2,1.0,Toronto,7596.0
AV10518,BMW,2013,179792.0,,131.0,Diesel,Automatic,4,2,0.0,Brampton,9114.0
AV10286,Honda,2009,323138.0,2.3,232.0,Gasoline,Automatic,4,2,0.0,Vaughan,8192.0
AV10123,Volkswagen,2017,168526.0,1.8,201.0,Diesel,Manual,4,3,1.0,Toronto,11438.0
AV10033,Honda,2005,269674.0,2.2,184.0,Diesel,Automatic,4,1,0.0,Mississauga,5270.0
AV10503,Volkswagen,2006,473742.0,2.1,223.0,Gasoline,Automatic,4,2,0.0,Vaughan,5961.0
AV10004,Toyota,2020,85427.0,1.3,161.0,Gasoline,Automatic,4,2,0.0,Scarborough,17417.0
AV10411,Honda,2006,247005.0,1.1,147.0,Electric,Automatic,2,2,0.0,Markham,6094.0
AV10019,Toyota,2005,190854.0,1.4,173.0,Gasoline,Automatic,4,1,0.0,Vaughan,9311.0
AV10219,Chevrolet,2022,59957.0,1.6,166.0,Gasoline,Automatic,4,1,0.0,Vaughan,23045.0
AV10379,Ford,2018,101669.0,2.5,237.0,Diesel,Automatic,4,3,,Brampton,16689.0
AV10067,Chevrolet,2011,,1.3,144.0,Diesel,Automatic,4,3,0.0,Markham,4217.0
AV10419,Nissan,2015,33473.0,1.3,164.0,Diesel,Automatic,4,2,0.0,Brampton,8759.0
AV10356,Honda,2013,171412.0,1.5,185.0,Gasoline,Automatic,4,2,1.0,Mississauga,9276.0
AV10149,Ford,2019,70181.0,1.7,199.0,Diesel,Manual,4,3,0.0,Toronto,16309.0
AV10224,Ford,2009,190189.0,1.8,185.0,Hybrid,Manual,4,2,0.0,Markham,10160.0
AV10247,Nissan,2019,168193.0,1.3,119.0,Electric,Automatic,4,4,0.0,Markham,14355.0
AV10471,BMW,2013,,2.2,246.0,Gasoline,Automatic,4,1,0.0,Mississauga,11781.0
AV10151,Ford,2010,219547.0,1.8,179.0,Gasoline,Automatic,4,6,0.0,Toronto,6767.0
AV10510,Nissan,2022,62137.0,1.4,138.0,Diesel,Automatic,4,1,0.0,Toronto,23024.0
AV10317,Honda,2019,88026.0,1.7,195.0,Electric,Automatic,4,1,0.0,Toronto,21693.0
AV10491,Chevrolet,2008,183022.0,1.9,188.0,Hybrid,Automatic,2,3,0.0,Brampton,2741.0
AV10291,Nissan,2005,,1.4,175.0,Gasoline,AUTOMATIC,4,2,0.0,Markham,6423.0
AV10233,Toyota,2017,118909.0,1.9,149.0,Hybrid,Automatic,2,3,,Markham,10626.0
AV10010,Honda,2014,,1.7,,Gasoline,Automatic,2,2,0.0,Mississauga,8717.0
AV10279,Nissan,2019,57452.0,1.8,195.0,Gasoline,Manual,4,2,0.0,Brampton,15048.0
AV10071,Volkswagen,2009,306524.0,1.8,167.0,Gasoline,Automatic,4,1,0.0,Markham,5782.0
AV10252,Ford,2012,206076.0,1.5,163.0,Electric,Manual,4,3,2.0,Scarborough,9130.0
AV10092,Toyota,2015,129073.0,1.5,190.0,Electric,Automatic,4,3,0.0,Scarborough,14583.0
AV10509,BMW,2017,106326.0,2.2,276.0,petrol,Automatic,4,1,2.0,Brampton,16567.0
AV10349,Hyundai,2017,160049.0,1.3,145.0,Gasoline,Automatic,4,2,0.0,Mississauga,8999.0
AV10415,Ford,2016,154695.0,1.9,218.0,Gasoline,Automatic,4,1,0.0,Mississauga,10841.0
AV10374,Toyota,2016,164746.0,1.4,127.0,Gasoline,Automatic,4,2,0.0,Brampton,12751.0
AV10400,Volkswagen,2012,202686.0,2.0,,Gasoline,Manual,4,2,0.0,Markham,9847.0
AV10192,Toyota,2007,258944.0,1.0,125.0,Gasoline,Manual,4,3,0.0,Scarborough,3960.0
AV10257,Ford,2019,78704.0,,186.0,Hybrid,Automatic,4,3,0.0,Vaughan,16690.0
AV10512,Ford,2010,324427.0,1.4,181.0,Gasoline,Automatic,4,3,0.0,Brampton,5290.0
AV10339,Hyundai,2014,,2.5,229.0,Diesel,Automatic,4,4,1.0,Vaughan,11371.0
AV10072,Toyota,2017,113022.0,1.3,164.0,Gasoline,Automatic,4,3,0.0,Scarborough,12189.0
AV10195,Chevrolet,2008,217518.0,1.5,175.0,Gasoline,Automatic,4,2,0.0,Vaughan,4959.0
AV10343,Ford,2010,218748.0,2.1,193.0,Gasoline,Auto ,4,3,0.0,Vaughan,10155.0
AV10137,Toyota,2005,171503.0,2.0,243.0,Gasoline,Automatic,2,2,,Brampton,8805.0
AV10260,Nissan,2018,104808.0,1.6,154.0,Gasoline,Automatic,4,2,0.0,Brampton,12106.0
AV10038,Toyota,2020,63319.0,1.5,129.0,Gasoline,Manual,4,2,2.0,Toronto,15447.0
AV10462,Honda,2020,77070.0,2.2,247.0,Gasoline,Automatic,4,3,0.0,Markham,20357.0
AV10201,Toyota,2009,,1.7,,Hybrid,Automatic,4,3,0.0,Mississauga,5288.0
AV10498,BMW,2018,81633.0,1.0,120.0,Diesel,auto,4,1,0.0,Vaughan,
AV10290,Volkswagen,2017,101224.0,1.0,107.0,Diesel,Automatic,4,1,0.0,Brampton,8229.0
AV10448,Volkswagen,2020,135348.0,1.6,162.0,Gasoline,Manual,4,2,2.0,Brampton,15752.0
AV10189,Volkswagen,2016,213700.0,1.8,160.0,Diesel,Automatic,4,3,,Scarborough,10404.0
AV10251,Honda,2013,141036.0,1.6,170.0,Hybrid,manual,4,2,0.0,Scarborough,9150.0
AV10112,Volkswagen,2022,41292.0,1.7,178.0,Gasoline,Automatic,4,1,0.0,Markham,23282.0
AV10437,Toyota,2017,222516.0,2.0,170.0,Diesel,Automatic,4,1,2.0,Brampton,9741.0
AV10183,Honda,2019,88870.0,1.1,95.0,Gasoline,Auto ,4,1,0.0,Mississauga,12875.0
AV10152,Hyundai,2020,134578.0,1.6,129.0,Gasoline,Automatic,4,5,1.0,Mississauga,11755.0
AV10312,Toyota,2016,156636.0,2.0,241.0,Gasoline,Automatic,4,4,0.0,Brampton,14522.0
AV10325,Toyota,2019,138036.0,2.1,201.0,Gasoline,Automatic,4,2,1.0,Toronto,16460.0
AV10191,Nissan,2012,237133.0,1.2,163.0,GASOLINE,AUTOMATIC,4,3,1.0,Brampton,5815.0
AV10044,Honda,2018,131305.0,1.8,175.0,Gasoline,Automatic,4,1,0.0,Toronto,16183.0
AV10444,Volkswagen,2018,164503.0,,122.0,Hybrid,Manual,4,1,0.0,Toronto,12291.0
AV10275,Hyundai,2022,58331.0,1.4,95.0,Gasoline,Automatic,4,1,0.0,Brampton,19581.0
AV10006,Ford,2011,299145.0,1.0,95.0,Hybrid,Automatic,4,2,0.0,Scarborough,6565.0
AV10250,Hyundai,2011,137942.0,1.4,199.0,Gasoline,Automatic,4,1,0.0,Brampton,8686.0
AV10311,Toyota,2010,301747.0,1.2,125.0,Gasoline,Manual,4,3,1.0,Vaughan,2144.0
AV10075,Honda,2021,77431.0,1.0,129.0,Diesel,Automatic,4,1,1.0,Markham,19545.0
AV10000,Chevrolet,2019,115969.0,2.0,221.0,Gasoline,Manual,2,2,1.0,Toronto,16605.0
AV10428,Toyota,2023,68942.0,1.6,186.0,Electric,Automatic,4,3,0.0,Vaughan,28193.0
AV10391,Volkswagen,2022,29805.0,1.5,204.0,HEV,Manual,3,1,0.0,Scarborough,26553.0
AV10383,Chevrolet,2022,71847.0,1.7,246.0,GASOLINE,Automatic,4,3,,Brampton,23300.0
